event_type,event_payload
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 11, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 63, ""playerId"": 2, ""roll"": 1}"
game_started,"{""gameId"": 64}"
player_joins_game,"{""gameId"": 64, ""playerId"": 9}"
player_joins_game,"{""gameId"": 64, ""playerId"": 11}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 9, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 64, ""playerId"": 11, ""roll"": 5}"
game_started,"{""gameId"": 65}"
player_joins_game,"{""gameId"": 65, ""playerId"": 3}"
player_joins_game,"{""gameId"": 65, ""playerId"": 15}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 3, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 15, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 3, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 15, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 3, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 15, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 3, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 15, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 3, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 15, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 3, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 15, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 3, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 15, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 3, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 15, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 3, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 15, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 3, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 15, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 3, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 15, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 3, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 15, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 3, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 15, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 3, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 15, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 3, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 15, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 3, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 15, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 3, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 15, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 3, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 15, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 3, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 15, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 3, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 15, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 3, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 15, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 3, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 15, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 3, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 15, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 3, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 15, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 3, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 15, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 3, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 15, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 3, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 15, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 3, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 15, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 3, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 65, ""playerId"": 15, ""roll"": 5}"
game_started,"{""gameId"": 66}"
player_joins_game,"{""gameId"": 66, ""playerId"": 9}"
player_joins_game,"{""gameId"": 66, ""playerId"": 13}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 9, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 13, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 9, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 13, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 9, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 13, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 9, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 13, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 9, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 13, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 9, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 13, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 9, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 13, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 9, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 13, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 9, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 13, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 9, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 13, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 9, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 13, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 9, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 13, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 9, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 13, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 9, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 13, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 9, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 13, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 9, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 13, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 9, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 13, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 9, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 13, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 9, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 13, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 9, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 13, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 9, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 13, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 9, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 13, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 66, ""playerId"": 9, ""roll"": 2}"
game_started,"{""gameId"": 67}"
player_joins_game,"{""gameId"": 67, ""playerId"": 5}"
player_joins_game,"{""gameId"": 67, ""playerId"": 11}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 5, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 11, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 5, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 11, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 5, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 11, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 5, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 11, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 5, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 5, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 5, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 5, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 5, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 11, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 5, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 11, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 5, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 11, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 5, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 5, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 5, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 11, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 5, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 11, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 5, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 5, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 11, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 5, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 11, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 5, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 11, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 5, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 11, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 5, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 11, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 5, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 11, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 5, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 11, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 5, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 11, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 5, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 11, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 5, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 11, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 5, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 11, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 5, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 11, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 5, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 67, ""playerId"": 11, ""roll"": 4}"
